#symbol,announce_date,bonus_stock,transit_stock,dividen,total_share,x_date,registration_date,list_date
600075.sh,20060705,2,8,0.23,,20060711,20060710,20060712,
600075.sh,20060509,,1.8,,,20060511,20060510,20060512,
600075.sh,20040624,,,1,,20040630,20040629,,
600075.sh,20020706,,,0.5,,20020712,20020711,20100413,
600075.sh,20010515,,,1,,20010522,20010521,,
600075.sh,19990510,1.25,1.25,0.25,,19990514,19990513,19990514,
600075.sh,19971009,,8,,,19971015,19971014,19971015,
600076.sh,20060803,,9,,,20060807,20060804,20060808,
600076.sh,20020716,,,0.53,,20020722,20020719,20100413,
600076.sh,20010515,,,0.6,,20010522,20010521,,
600076.sh,19980824,6,,,,19980827,19980826,19980827,
600077.sh,20061212,,6.94,,,20061214,20061213,20061215,
600077.sh,20010709,,,1,,20010713,20010712,,
600077.sh,19990317,2,1,,,19990322,19990319,19990322,
600077.sh,19970820,4,2,,,19970826,19970825,19970826,
600078.sh,20090527,,,0.1,,20090604,20090603,,
600078.sh,20080612,,,0.1967,,20080618,20080617,,
600078.sh,20070228,3,3,0.5,,20070306,20070305,20070307,
600078.sh,20031015,,10,2,,20031021,20031020,20031022,
600078.sh,20020629,,,0.5,,20020705,20020704,20100413,
600078.sh,20011114,,,3,,20011121,20011120,20100413,
600078.sh,20010616,,,1,,20010622,20010621,,
600078.sh,19990602,2,,,,19990609,19990608,19990609,
600078.sh,19980408,1,2,,,19980414,19980413,19980414,
600079.sh,20090508,,,0.42,,20090514,20090513,,
600079.sh,20080603,,,0.15,,20080610,20080606,,
600079.sh,20070607,1,4,0.12,,20070613,20070612,20070614,
600079.sh,20060707,,,0.3,,20060713,20060712,,
600079.sh,20050517,,,0.2,,20050523,20050520,,
600079.sh,20040616,,,0.5,,20040622,20040621,,
600079.sh,20030524,1,3,0.25,,20030530,20030529,20030602,
600079.sh,20020523,,,1,,20020529,20020528,20100413,
600079.sh,20010728,,,0.5,,20010803,20010802,20100413,
600079.sh,20000828,3,6,0.75,,20000831,20000830,20000831,
600079.sh,20000619,,,1,,20000623,20000622,,
600079.sh,19990420,,,1,,19990428,19990427,,
600079.sh,19980617,,,1.2,,19980622,19980619,,
600080.sh,20060609,,7.458,,,20060613,20060612,20060614,
600080.sh,20020723,,,0.2,,20020729,20020726,20100413,
600080.sh,20020128,,,0.21,,20020201,20020131,,
600080.sh,19980418,4,2,,,19980424,19980423,19980424,
600080.sh,19970814,,6,,,19970819,19970818,19970819,
600081.sh,20050525,,,1.5,,20050531,20050530,,
600081.sh,20040518,,3,,,20040525,20040524,20040526,
600081.sh,20021108,,2,,,20021114,20021113,20021115,
600081.sh,20020619,,,2.5,,20020625,20020624,,
600081.sh,20010607,,,1,,20010614,20010613,,
600081.sh,20001009,,5,1,,20001012,20001011,20001012,
600081.sh,19990823,2,2,0.5,,19990827,19990826,19990827,
600081.sh,19980819,,7,,,19980825,19980824,19980825,
